SITE,OBS_YEAR,REGION,ISLAND,REEF_ZONE,DEPTH_BIN,SITEVISITID.x,METHOD,REGION_NAME,ANALYSIS_SEC,ANALYSIS_YEAR,ANALYSIS_STRATA,DATE_.x,LATITUDE.x,LONGITUDE.x,DEPTH,ANALYSIS_SCHEME,Watershed,fishSuscept
TUT-00011,2008,SAMOA,Tutuila,Forereef,Mid,1287,nSPC,American Samoa,Tutuila,2008,ForereefMid,2008-02-24,-14.36024,-170.75025,10.75,RAMP_BASIC,Fagatele - Larsen,1.49190938511327
TUT-00022,2008,SAMOA,Tutuila,Forereef,Mid,1288,nSPC,American Samoa,Tutuila,2008,ForereefMid,2008-02-24,-14.36594,-170.76336,12.25,RAMP_BASIC,Fagatele - Larsen,2.1622641509434
TUT-00067,2008,SAMOA,Tutuila,Forereef,Deep,1290,nSPC,American Samoa,Tutuila,2008,ForereefDeep,2008-02-24,-14.36275,-170.765433,21.75,RAMP_BASIC,Fagatele - Larsen,1.80222841225627
TUT-00223,2010,SAMOA,Tutuila,Forereef,Shallow,2157,nSPC,American Samoa,TUT_SW,2010,ForereefShallow,2010-02-18,-14.3596,-170.7506,3.5,TUT10_12,Fagatele - Larsen,1.83606557377049
TUT-00549,2012,SAMOA,Tutuila,Forereef,Shallow,4486,nSPC,American Samoa,TUT_SW,2012,ForereefShallow,2012-04-03,-14.3598372,-170.75013969,5.65,TUT10_12,Fagatele - Larsen,2.49840255591054
TUT-00340,2010,SAMOA,Tutuila,Forereef,Mid,2154,nSPC,American Samoa,TUT_SW,2010,ForereefMid,2010-02-18,-14.36436,-170.76218,9,TUT10_12,Fagatele - Larsen,1.64018691588785
TUT-00235,2010,SAMOA,Tutuila,Forereef,Mid,2158,nSPC,American Samoa,TUT_SW,2010,ForereefMid,2010-02-18,-14.36006,-170.74939,11.5,TUT10_12,Fagatele - Larsen,2.52664576802508
TUT-00216,2010,SAMOA,Tutuila,Forereef,Deep,2159,nSPC,American Samoa,TUT_SW,2010,ForereefDeep,2010-02-18,-14.36471,-170.76341,22,TUT10_12,Fagatele - Larsen,2.65806451612903
TUT-01133,2015,SAMOA,Tutuila,Forereef,Mid,8215,nSPC,American Samoa,TUT_NE,2015,ForereefMid,2015-03-04,-14.241373,-170.67885035,9.6,AS_SANCTUARY,Fagatuitui - Vaaogeoge,3.0159151193634
TUT-02280,2016,SAMOA,Tutuila,Forereef,Mid,9473,nSPC,American Samoa,TUT_NW,2016,ForereefMid,2016-04-15,-14.23746,-170.673255,12.15,AS_SANCTUARY,Fagatuitui - Vaaogeoge,2.99908842297174
TUT-01115,2015,SAMOA,Tutuila,Forereef,Mid,8223,nSPC,American Samoa,TUT_NE,2015,ForereefMid,2015-03-04,-14.25808802,-170.70373647,13.75,AS_SANCTUARY,Fagatuitui - Vaaogeoge,3.37300177619893
TUT-02297,2016,SAMOA,Tutuila,Forereef,Mid,9474,nSPC,American Samoa,TUT_NW,2016,ForereefMid,2016-04-26,-14.260534,-170.70957,14.5,AS_SANCTUARY,Fagatuitui - Vaaogeoge,2.62857142857143
TUT-02291,2016,SAMOA,Tutuila,Forereef,Mid,9478,nSPC,American Samoa,TUT_NW,2016,ForereefMid,2016-04-30,-14.272234,-170.723138,14.6,AS_SANCTUARY,Fagatuitui - Vaaogeoge,2.87453874538745
TUT-02256,2016,SAMOA,Tutuila,Forereef,Deep,9482,nSPC,American Samoa,TUT_NW,2016,ForereefDeep,2016-04-30,-14.260585,-170.706494,23.15,AS_SANCTUARY,Fagatuitui - Vaaogeoge,2.68732394366197
TUT-02260,2016,SAMOA,Tutuila,Forereef,Deep,9477,nSPC,American Samoa,TUT_NW,2016,ForereefDeep,2016-04-30,-14.246131,-170.687201,23.15,AS_SANCTUARY,Fagatuitui - Vaaogeoge,2.93823529411765
TUT-00054,2008,SAMOA,Tutuila,Forereef,Shallow,1262,nSPC,American Samoa,Tutuila,2008,ForereefShallow,2008-02-19,-14.253067,-170.69815,5,RAMP_BASIC,Fagatuitui - Vaaogeoge,2.7565543071161
TUT-00013,2008,SAMOA,Tutuila,Forereef,Mid,1264,nSPC,American Samoa,Tutuila,2008,ForereefMid,2008-02-20,-14.26046,-170.71187,12,RAMP_BASIC,Fagatuitui - Vaaogeoge,3.26358695652174
TUT-00018,2008,SAMOA,Tutuila,Forereef,Mid,1259,nSPC,American Samoa,Tutuila,2008,ForereefMid,2008-02-19,-14.2519,-170.68915,12,RAMP_BASIC,Fagatuitui - Vaaogeoge,2.90352020860495
TUT-00055,2008,SAMOA,Tutuila,Forereef,Deep,1266,nSPC,American Samoa,Tutuila,2008,ForereefDeep,2008-02-20,-14.2689,-170.718983,21,RAMP_BASIC,Fagatuitui - Vaaogeoge,3.03676470588235
TUT-00517,2012,SAMOA,Tutuila,Forereef,Shallow,4466,nSPC,American Samoa,TUT_NE,2012,ForereefShallow,2012-04-02,-14.25374134,-170.70041933,4.5,TUT10_12,Fagatuitui - Vaaogeoge,2.74688796680498
TUT-00506,2012,SAMOA,Tutuila,Forereef,Shallow,4460,nSPC,American Samoa,TUT_NW,2012,ForereefShallow,2012-04-02,-14.27049886,-170.71939722,5.7,TUT10_12,Fagatuitui - Vaaogeoge,2.93243243243243
TUT-00536,2012,SAMOA,Tutuila,Forereef,Mid,4465,nSPC,American Samoa,TUT_NE,2012,ForereefMid,2012-04-02,-14.2526112,-170.69824548,7.15,TUT10_12,Fagatuitui - Vaaogeoge,3.26817042606516
TUT-00357,2010,SAMOA,Tutuila,Forereef,Mid,2224,nSPC,American Samoa,TUT_NE,2010,ForereefMid,2010-02-23,-14.23976,-170.67563,9,TUT10_12,Fagatuitui - Vaaogeoge,3.12956810631229
TUT-00542,2012,SAMOA,Tutuila,Forereef,Mid,4459,nSPC,American Samoa,TUT_NW,2012,ForereefMid,2012-04-02,-14.26790281,-170.71757206,10.2,TUT10_12,Fagatuitui - Vaaogeoge,3.19012797074954
TUT-00376,2010,SAMOA,Tutuila,Forereef,Mid,2221,nSPC,American Samoa,TUT_NE,2010,ForereefMid,2010-02-23,-14.23341,-170.67128,14.5,TUT10_12,Fagatuitui - Vaaogeoge,3.14133738601824
TUT-00368,2010,SAMOA,Tutuila,Forereef,Mid,2225,nSPC,American Samoa,TUT_NW,2010,ForereefMid,2010-02-23,-14.27179,-170.7234,15,TUT10_12,Fagatuitui - Vaaogeoge,3.45193798449612
TUT-00579,2012,SAMOA,Tutuila,Forereef,Mid,4529,nSPC,American Samoa,TUT_NE,2012,ForereefMid,2012-04-05,-14.2392626,-170.67577092,15.1,TUT10_12,Fagatuitui - Vaaogeoge,2.84444444444444
TUT-00541,2012,SAMOA,Tutuila,Forereef,Deep,4528,nSPC,American Samoa,TUT_NE,2012,ForereefDeep,2012-04-05,-14.24258502,-170.68012087,19.9,TUT10_12,Fagatuitui - Vaaogeoge,2.64449064449064
TUT-01296,2015,SAMOA,Tutuila,Forereef,Mid,8177,nSPC,American Samoa,TUT_SE,2015,ForereefMid,2015-03-02,-14.28812457,-170.64189998,10.5,AS_SANCTUARY,Laulii - Aumi,3.02320185614849
TUT-01420,2015,SAMOA,Tutuila,Forereef,Mid,8176,nSPC,American Samoa,TUT_SE,2015,ForereefMid,2015-03-02,-14.29338782,-170.65521279,12.25,AS_SANCTUARY,Laulii - Aumi,3.33333333333333
TUT-01195,2015,SAMOA,Tutuila,Forereef,Deep,8312,nSPC,American Samoa,TUT_SE,2015,ForereefDeep,2015-03-12,-14.29385159,-170.65733593,20.2,AS_SANCTUARY,Laulii - Aumi,3
TUT-00070,2008,SAMOA,Tutuila,Forereef,Shallow,1296,nSPC,American Samoa,Tutuila,2008,ForereefShallow,2008-02-25,-14.2903,-170.649,4,RAMP_BASIC,Laulii - Aumi,3.21804511278195
TUT-00306,2010,SAMOA,Tutuila,Forereef,Shallow,2137,nSPC,American Samoa,TUT_SE,2010,ForereefShallow,2010-02-17,-14.29249,-170.65948,3.5,TUT10_12,Laulii - Aumi,3.42857142857143
TUT-00305,2010,SAMOA,Tutuila,Forereef,Mid,2250,nSPC,American Samoa,TUT_SE,2010,ForereefMid,2010-02-26,-14.29358329,-170.65463,13.5,TUT10_12,Laulii - Aumi,2.76671214188267
TUT-00584,2012,SAMOA,Tutuila,Forereef,Deep,4394,nSPC,American Samoa,TUT_SE,2012,ForereefDeep,2012-03-25,-14.29318364,-170.65851258,23.2,TUT10_12,Laulii - Aumi,3.18897637795276
TUT-02402,2016,SAMOA,Tutuila,Forereef,Shallow,9306,nSPC,American Samoa,TUT_SW,2016,ForereefShallow,2016-04-16,-14.354401,-170.786383,3.55,AS_SANCTUARY,Leone,2.4
TUT-01280,2015,SAMOA,Tutuila,Forereef,Shallow,8596,nSPC,American Samoa,TUT_SW,2015,ForereefShallow,2015-03-27,-14.36132323,-170.777978,4,AS_SANCTUARY,Leone,2.89008042895442
TUT-01128,2015,SAMOA,Tutuila,Forereef,Shallow,8597,nSPC,American Samoa,TUT_SW,2015,ForereefShallow,2015-03-27,-14.35969672,-170.78174424,4.55,AS_SANCTUARY,Leone,2.22040816326531
TUT-01145,2015,SAMOA,Tutuila,Forereef,Shallow,8245,nSPC,American Samoa,TUT_SW,2015,ForereefShallow,2015-03-05,-14.35573485,-170.78653391,5.3,AS_SANCTUARY,Leone,2.01034482758621
TUT-02413,2016,SAMOA,Tutuila,Forereef,Shallow,9310,nSPC,American Samoa,TUT_SW,2016,ForereefShallow,2016-04-16,-14.345569,-170.788806,5.8,AS_SANCTUARY,Leone,1.81012658227848
TUT-02382,2016,SAMOA,Tutuila,Forereef,Mid,9307,nSPC,American Samoa,TUT_SW,2016,ForereefMid,2016-04-16,-14.341352,-170.789378,8.2,AS_SANCTUARY,Leone,2.75910364145658
TUT-02373,2016,SAMOA,Tutuila,Forereef,Mid,9314,nSPC,American Samoa,TUT_SW,2016,ForereefMid,2016-04-16,-14.360304,-170.782096,11,AS_SANCTUARY,Leone,1.6980056980057
TUT-01327,2015,SAMOA,Tutuila,Forereef,Mid,8244,nSPC,American Samoa,TUT_SW,2015,ForereefMid,2015-03-05,-14.34035305,-170.79091958,11.75,AS_SANCTUARY,Leone,2.97857142857143
TUT-02376,2016,SAMOA,Tutuila,Forereef,Mid,9315,nSPC,American Samoa,TUT_SW,2016,ForereefMid,2016-04-16,-14.349787,-170.788341,13,AS_SANCTUARY,Leone,2.42537313432836
TUT-01293,2015,SAMOA,Tutuila,Forereef,Mid,8247,nSPC,American Samoa,TUT_SW,2015,ForereefMid,2015-03-05,-14.36214541,-170.77954198,13.65,AS_SANCTUARY,Leone,2.7986798679868
TUT-01091,2015,SAMOA,Tutuila,Forereef,Mid,8246,nSPC,American Samoa,TUT_SW,2015,ForereefMid,2015-03-05,-14.35936564,-170.78374115,14.5,AS_SANCTUARY,Leone,2.86941580756014
TUT-02374,2016,SAMOA,Tutuila,Forereef,Mid,9390,nSPC,American Samoa,TUT_SW,2016,ForereefMid,2016-04-20,-14.36469,-170.772293,14.65,AS_SANCTUARY,Leone,2.54708520179372
TUT-02350,2016,SAMOA,Tutuila,Forereef,Deep,9389,nSPC,American Samoa,TUT_SW,2016,ForereefDeep,2016-04-20,-14.366278,-170.774958,20.75,AS_SANCTUARY,Leone,2.58878504672897
TUT-02357,2016,SAMOA,Tutuila,Forereef,Deep,9321,nSPC,American Samoa,TUT_SW,2016,ForereefDeep,2016-04-16,-14.360138,-170.785644,22.5,AS_SANCTUARY,Leone,2.99175824175824
TUT-02353,2016,SAMOA,Tutuila,Forereef,Deep,9404,nSPC,American Samoa,TUT_SW,2016,ForereefDeep,2016-04-20,-14.369833,-170.77241,24,AS_SANCTUARY,Leone,2.51626016260163
TUT-01208,2015,SAMOA,Tutuila,Forereef,Deep,8278,nSPC,American Samoa,TUT_SW,2015,ForereefDeep,2015-03-06,-14.37294926,-170.77432006,24.7,AS_SANCTUARY,Leone,2.74912891986063
TUT-02363,2016,SAMOA,Tutuila,Forereef,Deep,9309,nSPC,American Samoa,TUT_SW,2016,ForereefDeep,2016-04-16,-14.364391,-170.781651,25.4,AS_SANCTUARY,Leone,2.73262032085561
TUT-02348,2016,SAMOA,Tutuila,Forereef,Deep,9400,nSPC,American Samoa,TUT_SW,2016,ForereefDeep,2016-04-20,-14.36981,-170.776796,29.3,AS_SANCTUARY,Leone,2.72043010752688
TUT-00023,2008,SAMOA,Tutuila,Forereef,Mid,1289,nSPC,American Samoa,Tutuila,2008,ForereefMid,2008-02-24,-14.34288,-170.78882,10.75,RAMP_BASIC,Leone,2.51079136690647
TUT-00285,2010,SAMOA,Tutuila,Forereef,Shallow,2179,nSPC,American Samoa,TUT_SW,2010,ForereefShallow,2010-02-20,-14.34014,-170.79024,3,TUT10_12,Leone,2.70458135860979
TUT-00274,2010,SAMOA,Tutuila,Forereef,Shallow,2184,nSPC,American Samoa,TUT_SW,2010,ForereefShallow,2010-02-20,-14.35395,-170.78593,5.5,TUT10_12,Leone,2.52313624678663
TUT-00294,2010,SAMOA,Tutuila,Forereef,Shallow,2185,nSPC,American Samoa,TUT_SW,2010,ForereefShallow,2010-02-20,-14.35605,-170.78665,6.5,TUT10_12,Leone,1.87252747252747
TUT-00663,2012,SAMOA,Tutuila,Forereef,Shallow,4488,nSPC,American Samoa,TUT_SW,2012,ForereefShallow,2012-04-03,-14.360105,-170.78081033,7.15,TUT10_12,Leone,1.97674418604651
TUT-00261,2010,SAMOA,Tutuila,Forereef,Mid,2181,nSPC,American Samoa,TUT_SW,2010,ForereefMid,2010-02-20,-14.35688,-170.7874429,13,TUT10_12,Leone,3.03527607361963
TUT-00251,2010,SAMOA,Tutuila,Forereef,Mid,2186,nSPC,American Samoa,TUT_SW,2010,ForereefMid,2010-02-20,-14.36306,-170.77499,13.5,TUT10_12,Leone,2.56707317073171
TUT-00234,2010,SAMOA,Tutuila,Forereef,Mid,2178,nSPC,American Samoa,TUT_SW,2010,ForereefMid,2010-02-20,-14.35907,-170.78438,14,TUT10_12,Leone,2.45614035087719
TUT-00365,2010,SAMOA,Tutuila,Forereef,Mid,2183,nSPC,American Samoa,TUT_SW,2010,ForereefMid,2010-02-20,-14.36295,-170.77895,16,TUT10_12,Leone,2.49132947976879
TUT-00273,2010,SAMOA,Tutuila,Forereef,Deep,2264,nSPC,American Samoa,TUT_SW,2010,ForereefDeep,2010-02-28,-14.36404,-170.77991,20,TUT10_12,Leone,2.64285714285714
TUT-00505,2012,SAMOA,Tutuila,Forereef,Deep,4477,nSPC,American Samoa,TUT_SW,2012,ForereefDeep,2012-04-03,-14.35328037,-170.78838539,20.5,TUT10_12,Leone,3.07345575959933
TUT-00352,2010,SAMOA,Tutuila,Forereef,Deep,2270,nSPC,American Samoa,TUT_SW,2010,ForereefDeep,2010-02-28,-14.3374,-170.79521,21,TUT10_12,Leone,2.22222222222222
TUT-00277,2010,SAMOA,Tutuila,Forereef,Deep,2187,nSPC,American Samoa,TUT_SW,2010,ForereefDeep,2010-02-20,-14.36522,-170.77402,21,TUT10_12,Leone,3.01995012468828
TUT-00250,2010,SAMOA,Tutuila,Forereef,Deep,2192,nSPC,American Samoa,TUT_SW,2010,ForereefDeep,2010-02-20,-14.35976,-170.78717,21.5,TUT10_12,Leone,3.04648862512364
TUT-00335,2010,SAMOA,Tutuila,Forereef,Deep,2263,nSPC,American Samoa,TUT_SW,2010,ForereefDeep,2010-02-28,-14.36611,-170.77165,22,TUT10_12,Leone,3.5136186770428
TUT-00309,2010,SAMOA,Tutuila,Forereef,Deep,2151,nSPC,American Samoa,TUT_SW,2010,ForereefDeep,2010-02-18,-14.36741,-170.77136,22,TUT10_12,Leone,3.32768361581921
TUT-00298,2010,SAMOA,Tutuila,Forereef,Deep,2180,nSPC,American Samoa,TUT_SW,2010,ForereefDeep,2010-02-20,-14.36516,-170.77969,23.5,TUT10_12,Leone,2.80845070422535
TUT-00311,2010,SAMOA,Tutuila,Forereef,Deep,2153,nSPC,American Samoa,TUT_SW,2010,ForereefDeep,2010-02-18,-14.3731,-170.77518,26,TUT10_12,Leone,1.87671232876712
TUT-00695,2012,SAMOA,Tutuila,Forereef,Deep,4487,nSPC,American Samoa,TUT_SW,2012,ForereefDeep,2012-04-03,-14.36109231,-170.78734889,29,TUT10_12,Leone,2.80122950819672
TUT-00265,2010,SAMOA,Tutuila,Forereef,Deep,2177,nSPC,American Samoa,TUT_SW,2010,ForereefDeep,2010-02-20,-14.36475,-170.78351,29,TUT10_12,Leone,2.7037037037037
TUT-00593,2012,SAMOA,Tutuila,Forereef,Deep,4474,nSPC,American Samoa,TUT_SW,2012,ForereefDeep,2012-04-03,-14.3686905,-170.77892424,29.4,TUT10_12,Leone,2.35924369747899
TUT-02306,2016,SAMOA,Tutuila,Forereef,Shallow,9292,nSPC,American Samoa,TUT_NW,2016,ForereefShallow,2016-04-15,-14.300975,-170.816434,12,AS_SANCTUARY,Maloata,2.82233502538071
TUT-01060,2015,SAMOA,Tutuila,Forereef,Deep,8217,nSPC,American Samoa,TUT_NW,2015,ForereefDeep,2015-03-04,-14.29868678,-170.81644482,26.65,AS_SANCTUARY,Maloata,2.6
TUT-00059,2008,SAMOA,Tutuila,Forereef,Shallow,1273,nSPC,American Samoa,Tutuila,2008,ForereefShallow,2008-02-21,-14.300067,-170.819283,6,RAMP_BASIC,Maloata,3.14321608040201
TUT-00375,2010,SAMOA,Tutuila,Forereef,Mid,2254,nSPC,American Samoa,TUT_NW,2010,ForereefMid,2010-02-27,-14.29871,-170.81966,11.5,TUT10_12,Maloata,2.67460317460317
TUT-00413,2010,SAMOA,Tutuila,Forereef,Deep,2256,nSPC,American Samoa,TUT_NW,2010,ForereefDeep,2010-02-27,-14.29955,-170.81781,24,TUT10_12,Maloata,2.53741496598639
TUT-02327,2016,SAMOA,Tutuila,Forereef,Mid,9464,nSPC,American Samoa,TUT_NE,2016,ForereefMid,2016-04-29,-14.256363,-170.605778,10.85,AS_SANCTUARY,Masausi,2.11392405063291
TUT-01028,2015,SAMOA,Tutuila,Forereef,Mid,8137,nSPC,American Samoa,TUT_NE,2015,ForereefMid,2015-02-27,-14.2546475,-170.60774993,13.85,AS_SANCTUARY,Masausi,2.47457627118644
TUT-00053,2008,SAMOA,Tutuila,Forereef,Shallow,1261,nSPC,American Samoa,Tutuila,2008,ForereefShallow,2008-02-19,-14.2531,-170.611583,5.5,RAMP_BASIC,Masausi,2.19047619047619
TUT-00004,2008,SAMOA,Tutuila,Forereef,Mid,1253,nSPC,American Samoa,Tutuila,2008,ForereefMid,2008-02-18,-14.25629,-170.60611,10,RAMP_BASIC,Masausi,2.48427672955975
TUT-00653,2012,SAMOA,Tutuila,Forereef,Shallow,4531,nSPC,American Samoa,TUT_NE,2012,ForereefShallow,2012-04-05,-14.25491714,-170.60461761,4.55,TUT10_12,Masausi,2.864
TUT-00252,2010,SAMOA,Tutuila,Forereef,Shallow,2462,nSPC,American Samoa,TUT_NE,2010,ForereefShallow,2010-03-21,-14.25453,-170.61032,5.5,TUT10_12,Masausi,2.24749163879599
TUT-00471,2010,SAMOA,Tutuila,Forereef,Mid,2463,nSPC,American Samoa,TUT_NE,2010,ForereefMid,2010-03-21,-14.2525,-170.6107,10.5,TUT10_12,Masausi,2.32957746478873
TUT-00297,2010,SAMOA,Tutuila,Forereef,Mid,2235,nSPC,American Samoa,TUT_NE,2010,ForereefMid,2010-02-24,-14.25637,-170.60568,11.5,TUT10_12,Masausi,2.77322404371585
TUT-00287,2010,SAMOA,Tutuila,Forereef,Mid,2237,nSPC,American Samoa,TUT_NE,2010,ForereefMid,2010-02-24,-14.25376,-170.60896,14.5,TUT10_12,Masausi,2.78411910669975
TUT-01153,2015,SAMOA,Tutuila,Forereef,Mid,8131,nSPC,American Samoa,TUT_NE,2015,ForereefMid,2015-02-27,-14.24649401,-170.62210151,12.25,AS_SANCTUARY,Masefau,2.68918918918919
TUT-02317,2016,SAMOA,Tutuila,Forereef,Mid,9465,nSPC,American Samoa,TUT_NE,2016,ForereefMid,2016-04-29,-14.255901,-170.627979,12.3,AS_SANCTUARY,Masefau,1.7027027027027
TUT-02328,2016,SAMOA,Tutuila,Forereef,Mid,9467,nSPC,American Samoa,TUT_NE,2016,ForereefMid,2016-04-29,-14.250844,-170.61252,16.15,AS_SANCTUARY,Masefau,2.71314741035857
TUT-02316,2016,SAMOA,Tutuila,Forereef,Deep,9460,nSPC,American Samoa,TUT_NE,2016,ForereefDeep,2016-04-29,-14.255155,-170.622297,19.9,AS_SANCTUARY,Masefau,2.655
TUT-02315,2016,SAMOA,Tutuila,Forereef,Deep,9470,nSPC,American Samoa,TUT_NE,2016,ForereefDeep,2016-04-29,-14.247641,-170.624942,23.5,AS_SANCTUARY,Masefau,3.05726872246696
TUT-00005,2008,SAMOA,Tutuila,Forereef,Mid,1257,nSPC,American Samoa,Tutuila,2008,ForereefMid,2008-02-19,-14.25184,-170.62355,11.5,RAMP_BASIC,Masefau,2.14611872146119
TUT-00401,2010,SAMOA,Tutuila,Forereef,Shallow,2466,nSPC,American Samoa,TUT_NE,2010,ForereefShallow,2010-03-21,-14.25184,-170.62416,5,TUT10_12,Masefau,2.26637554585153
TUT-00327,2010,SAMOA,Tutuila,Forereef,Mid,2461,nSPC,American Samoa,TUT_NE,2010,ForereefMid,2010-03-21,-14.25416,-170.62738,9,TUT10_12,Masefau,1.69565217391304
TUT-00509,2012,SAMOA,Tutuila,Forereef,Mid,4538,nSPC,American Samoa,TUT_NE,2012,ForereefMid,2012-04-05,-14.24794977,-170.62507817,10.2,TUT10_12,Masefau,2.83565459610028
TUT-00519,2012,SAMOA,Tutuila,Forereef,Mid,4539,nSPC,American Samoa,TUT_NE,2012,ForereefMid,2012-04-05,-14.25543741,-170.62368577,11.25,TUT10_12,Masefau,2.40226628895184
TUT-01309,2015,SAMOA,Tutuila,Forereef,Shallow,8313,nSPC,American Samoa,TUT_SE,2015,ForereefShallow,2015-03-12,-14.29817397,-170.67453115,3.25,AS_SANCTUARY,Matuu - Faganeanea,2.9235807860262
TUT-01001,2015,SAMOA,Tutuila,Forereef,Mid,8314,nSPC,American Samoa,TUT_SE,2015,ForereefMid,2015-03-12,-14.30696022,-170.68767892,10.8,AS_SANCTUARY,Matuu - Faganeanea,2.76646706586826
TUT-01127,2015,SAMOA,Tutuila,Forereef,Mid,8119,nSPC,American Samoa,TUT_SE,2015,ForereefMid,2015-02-26,-14.30398255,-170.68623732,15.5,AS_SANCTUARY,Matuu - Faganeanea,2.63106796116505
TUT-01292,2015,SAMOA,Tutuila,Forereef,Deep,8586,nSPC,American Samoa,TUT_SE,2015,ForereefDeep,2015-03-27,-14.30187777,-170.6820773,22.75,AS_SANCTUARY,Matuu - Faganeanea,2.98070739549839
TUT-00749,2012,SAMOA,Tutuila,Forereef,Shallow,4608,nSPC,American Samoa,VATIA_FAGAALU,2012,ForereefShallow,2012-04-09,-14.29578144,-170.67486852,2.35,RAMP_BASIC,Matuu - Faganeanea,3.18782791185729
TUT-00700,2012,SAMOA,Tutuila,Forereef,Shallow,4596,nSPC,American Samoa,VATIA_FAGAALU,2012,ForereefShallow,2012-04-08,-14.29492958,-170.67503373,4.45,RAMP_BASIC,Matuu - Faganeanea,2.40147783251232
TUT-00064,2008,SAMOA,Tutuila,Forereef,Shallow,1281,nSPC,American Samoa,Tutuila,2008,ForereefShallow,2008-02-22,-14.308933,-170.693033,5.5,RAMP_BASIC,Matuu - Faganeanea,1.25607779578606
TUT-00010,2008,SAMOA,Tutuila,Forereef,Mid,1275,nSPC,American Samoa,Tutuila,2008,ForereefMid,2008-02-22,-14.31137,-170.69288,13.75,RAMP_BASIC,Matuu - Faganeanea,2.86604361370716
TUT-00747,2012,SAMOA,Tutuila,Forereef,Mid,4605,nSPC,American Samoa,VATIA_FAGAALU,2012,ForereefMid,2012-04-09,-14.2961831,-170.67444984,17.4,RAMP_BASIC,Matuu - Faganeanea,3.07667731629393
TUT-00754,2012,SAMOA,Tutuila,Forereef,Deep,4603,nSPC,American Samoa,VATIA_FAGAALU,2012,ForereefDeep,2012-04-09,-14.29472599,-170.67440819,20.7,RAMP_BASIC,Matuu - Faganeanea,3.39522998296422
TUT-00745,2012,SAMOA,Tutuila,Forereef,Deep,4604,nSPC,American Samoa,VATIA_FAGAALU,2012,ForereefDeep,2012-04-09,-14.29689128,-170.67433124,23,RAMP_BASIC,Matuu - Faganeanea,2.49606299212598
TUT-00325,2010,SAMOA,Tutuila,Forereef,Shallow,2150,nSPC,American Samoa,TUT_SE,2010,ForereefShallow,2010-02-18,-14.31091,-170.6931,2.5,TUT10_12,Matuu - Faganeanea,1.84242424242424
TUT-00220,2010,SAMOA,Tutuila,Forereef,Shallow,2143,nSPC,American Samoa,TUT_SE,2010,ForereefShallow,2010-02-17,-14.31296,-170.69319,4.5,TUT10_12,Matuu - Faganeanea,1.85150078988942
